TIME_DELTA:.08
PARTICLE:200,200,0,0,2,0
PARTICLE:200,300,0,0,2,0
PARTICLE:300,300,0,0,2,0
PARTICLE:300,200,0,0,2,0
PARTICLE:400,200,0,0,2,0
PARTICLE:400,300,0,0,2,0
PARTICLE:500,300,0,0,2,0
PARTICLE:500,200,0,0,2,0
PARTICLE:600,200,0,0,2,0
PARTICLE:600,300,0,0,2,0
PARTICLE:700,300,0,0,2,0
PARTICLE:700,200,0,0,2,0
PARTICLE:300,400,0,0,2,0
PARTICLE:400,400,0,0,2,0
PARTICLE:500,400,0,0,2,0
PARTICLE:600,400,0,0,2,0
PARTICLE:400,500,0,0,2,0
PARTICLE:500,500,0,0,2,0
PARTICLE:400,600,0,0,2,0
PARTICLE:500,600,0,0,2,0
PARTICLE:400,700,0,0,2,0
PARTICLE:500,700,0,0,2,0
PARTICLE:450,800,0,0,2,0
FORCE:0,1,1.0,0.0,1.0,1,1.5,1.0
FORCE:1,2,1.0,0.0,1.0,1,1.5,1.0
FORCE:2,3,1.0,0.0,1.0,1,1.5,1.0
FORCE:3,0,1.0,0.0,1.0,1,1.5,1.0
FORCE:2,0,1.0,0.0,1.0,1,1.5,1.0
FORCE:3,1,1.0,0.0,1.0,1,1.5,1.0
FORCE:4,5,1.0,0.0,1.0,1,1.5,1.0
FORCE:5,6,1.0,0.0,1.0,1,1.5,1.0
FORCE:6,7,1.0,0.0,1.0,1,1.5,1.0
FORCE:7,4,1.0,0.0,1.0,1,1.5,1.0
FORCE:6,4,1.0,0.0,1.0,1,1.5,1.0
FORCE:7,5,1.0,0.0,1.0,1,1.5,1.0
FORCE:8,9,1.0,0.0,1.0,1,1.5,1.0
FORCE:9,10,1.0,0.0,1.0,1,1.5,1.0
FORCE:10,11,1.0,0.0,1.0,1,1.5,1.0
FORCE:11,8,1.0,0.0,1.0,1,1.5,1.0
FORCE:10,8,1.0,0.0,1.0,1,1.5,1.0
FORCE:11,9,1.0,0.0,1.0,1,1.5,1.0
FORCE:2,5,1.0,0.0,1.0,1,1.5,1.0
FORCE:12,13,1.0,0.0,1.0,1,1.5,1.0
FORCE:2,12,1.0,0.0,1.0,1,1.5,1.0
FORCE:5,13,1.0,0.0,1.0,1,1.5,1.0
FORCE:2,13,1.0,0.0,1.0,1,1.5,1.0
FORCE:5,12,1.0,0.0,1.0,1,1.5,1.0
FORCE:14,15,1.0,0.0,1.0,1,1.5,1.0
FORCE:6,9,1.0,0.0,1.0,1,1.5,1.0
FORCE:14,6,1.0,0.0,1.0,1,1.5,1.0
FORCE:6,15,1.0,0.0,1.0,1,1.5,1.0
FORCE:9,15,1.0,0.0,1.0,1,1.5,1.0
FORCE:9,14,1.0,0.0,1.0,1,1.5,1.0
FORCE:13,14,1.0,0.0,1.0,1,1.5,1.0
FORCE:16,17,1.0,0.0,1.0,1,1.5,1.0
FORCE:13,16,1.0,0.0,1.0,1,1.5,1.0
FORCE:13,17,1.0,0.0,1.0,1,1.5,1.0
FORCE:14,17,1.0,0.0,1.0,1,1.5,1.0
FORCE:14,16,1.0,0.0,1.0,1,1.5,1.0
FORCE:18,19,1.0,0.0,1.0,1,1.5,1.0
FORCE:20,21,1.0,0.0,1.0,1,1.5,1.0
FORCE:16,18,1.0,0.0,1.0,1,1.5,1.0
FORCE:17,19,1.0,0.0,1.0,1,1.5,1.0
FORCE:20,18,1.0,0.0,1.0,1,1.5,1.0
FORCE:21,19,1.0,0.0,1.0,1,1.5,1.0
FORCE:21,18,1.0,0.0,1.0,1,1.5,1.0
FORCE:20,19,1.0,0.0,1.0,1,1.5,1.0
FORCE:18,17,1.0,0.0,1.0,1,1.5,1.0
FORCE:19,16,1.0,0.0,1.0,1,1.5,1.0
FORCE:2,4,1.0,0.0,1.0,1,1.5,1.0
FORCE:3,4,1.0,0.0,1.0,1,1.5,1.0
FORCE:3,5,1.0,0.0,1.0,1,1.5,1.0
FORCE:7,8,1.0,0.0,1.0,1,1.5,1.0
FORCE:7,9,1.0,0.0,1.0,1,1.5,1.0
FORCE:6,8,1.0,0.0,1.0,1,1.5,1.0
FORCE:5,14,1.0,0.0,1.0,1,1.5,1.0
FORCE:6,13,1.0,0.0,1.0,1,1.5,1.0
FORCE:22,21,1.0,0.0,1.0,1,1.5,1.0
FORCE:22,20,1.0,0.0,1.0,1,1.5,1.0
